,Id,Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_spend,Age,Tenure,Total_dependencies,Total_spend_cluster,Income and Expenditure cluster
283,3403,PhD,Together,1.6732195922630748,11,2,2,5,12,6,3.005468086888447,66,12,1,1,0
284,2715,Master,Divorced,-0.9505922498172804,11,4,3,2,2,9,-0.6178897289905725,58,12,2,0,1
286,92,Graduation,Alone,-0.6993756586808432,12,4,3,0,4,6,-0.790340336336279,36,10,1,0,1
287,3312,Graduation,Single,-0.6993756586808432,12,4,3,0,4,6,-0.790340336336279,36,10,1,0,1
288,11176,PhD,Together,0.985222077115321,12,2,5,4,7,3,-0.02094531894774236,54,10,1,2,2
290,9699,Graduation,Divorced,1.05431856200077,12,3,6,2,12,5,0.4300793464179515,58,11,1,2,0
291,9790,Graduation,Single,1.6492159820996481,12,1,11,3,4,4,1.5690113795472878,67,11,0,1,0
292,2324,Graduation,Together,1.5721182938263902,12,2,7,11,11,4,1.0592398039869027,52,11,1,2,0
293,5080,Graduation,Single,1.2261589764819905,12,1,6,6,4,2,1.4249866964893352,31,11,0,1,0
294,4992,Master,Together,-1.585177758243767,12,3,3,1,2,7,-0.8282415687199507,49,11,1,0,1
296,4808,Graduation,Married,-1.6752575314839997,12,1,1,0,2,7,-0.9267847729174973,68,11,0,0,1
297,10401,2n Cycle,Together,-1.1153322586430943,12,1,0,0,3,3,-0.9248897112983137,48,11,0,0,1
298,7793,Graduation,Together,0.7781975629685037,12,3,10,4,7,6,0.5570484749032518,48,11,1,2,0
299,9303,Graduation,Married,-2.229195148809525,12,0,1,0,0,13,-0.8983588486297435,48,11,1,0,1
300,6853,Master,Single,1.5049823687114638,12,1,3,6,11,1,1.766097787942381,42,11,0,1,0
301,7366,Master,Single,1.5049823687114638,12,1,3,6,11,1,1.766097787942381,42,11,0,1,0
302,9780,Master,Together,1.2782992687575134,12,2,8,3,13,4,0.5475731668073339,53,11,1,2,0
303,7573,PhD,Single,-0.8344953185411922,12,1,2,1,2,7,-0.7960255211938297,46,11,1,0,1
304,1379,Master,Together,-0.2492947210911156,12,1,4,2,4,4,-0.5022909702203736,32,11,0,0,2
306,3547,Master,Together,-0.33667210113414137,12,2,2,0,3,6,-0.8377168768158686,55,12,1,0,1
307,8707,Graduation,Married,1.6999255956237087,12,1,5,6,4,3,1.695980508032588,68,12,0,1,0
308,1891,Master,Divorced,1.6645825316523937,12,1,4,6,5,2,2.3649372596043947,44,12,0,1,0
309,6271,PhD,Married,0.18520771453824225,13,1,2,0,3,5,-0.8396119384350522,72,10,1,0,2
310,9635,Master,Married,-0.6092958854406104,13,1,3,1,3,6,-0.7145378715689354,41,10,0,0,1
311,9727,Graduation,Married,-1.26301009865517,13,1,2,0,4,6,-0.8055008292897476,67,10,0,0,1
312,6205,Master,Single,-0.7851633956666884,13,3,2,1,3,5,-0.8073958909089313,57,10,1,0,1
313,10681,2n Cycle,Married,0.7996577442404416,13,5,6,3,12,4,0.7257089590105912,54,10,1,2,0
314,5156,2n Cycle,Married,0.7996577442404416,13,5,6,3,12,4,0.7257089590105912,54,10,1,2,0
315,3050,Graduation,Married,0.3615521176814743,13,6,3,1,6,4,-0.5136613399354751,58,11,2,0,2
317,5626,PhD,Single,0.7642616921672206,13,1,4,2,9,4,-0.08158729076161716,60,11,0,0,2
318,7600,Basic,Single,-1.7020695110484454,13,2,1,0,3,7,-0.9040440334872942,32,11,1,0,1
319,6406,Master,Married,1.63787652829176,13,1,6,4,10,3,1.7452521101313614,36,11,0,1,0
320,7002,Graduation,Single,0.8033139232719568,13,1,3,2,8,3,-0.20476629600855037,69,11,1,0,2
321,8234,Basic,Together,-1.0695505385962936,13,1,1,0,2,8,-0.9248897112983137,51,11,1,0,1
322,6116,2n Cycle,Married,0.08532514244539598,13,1,1,1,3,3,-0.8168711990048492,56,11,1,0,2
323,291,Graduation,Married,1.3546551236040871,13,1,3,3,6,1,0.9000546279754812,54,11,0,2,0
324,8779,2n Cycle,Married,-0.5950420860278912,13,4,4,1,3,9,-0.6330502219440411,39,11,1,0,1
327,9701,Graduation,Together,-0.29099635729115275,13,3,4,2,3,7,-0.3677415952583389,36,11,1,0,2
328,6431,PhD,Married,-0.08561447430342213,13,2,2,0,3,7,-0.8301366303391343,60,11,2,0,2
329,10789,PhD,Married,-0.08561447430342213,13,2,2,0,3,7,-0.8301366303391343,60,11,2,0,2
330,5302,Graduation,Together,1.643652231399516,13,1,4,6,5,2,1.747147171750545,38,11,0,1,0
331,4459,Graduation,Single,-0.9058702918086001,13,1,1,0,3,8,-0.8888835405338255,35,12,1,0,1
332,10642,Graduation,Single,-0.9058702918086001,13,1,1,0,3,8,-0.8888835405338255,35,12,1,0,1
333,9213,Graduation,Widow,-0.8210363406570633,13,1,1,0,2,8,-0.9305748961558644,54,12,1,0,1
334,3678,Graduation,Widow,0.6800106101366501,13,11,8,3,7,7,0.2841596017408152,51,12,2,2,2
335,3698,Graduation,Together,1.65917774525798,13,1,4,6,8,2,3.0774804284174233,41,12,0,1,0
336,5929,PhD,Married,-0.528489030033931,14,2,2,0,3,7,-0.868037862722806,51,10,1,0,1
337,10795,PhD,Married,-0.528489030033931,14,2,2,0,3,7,-0.868037862722806,51,10,1,0,1
338,4390,Graduation,Together,1.4805018656308828,14,2,5,4,12,2,0.634746001289779,70,10,1,2,0
339,9362,Graduation,Single,1.1598178728956543,14,1,9,1,7,6,0.11739417925265953,59,10,1,2,2
340,1577,Graduation,Married,1.6529251492330694,14,1,4,6,4,1,2.33082615045909,78,10,0,1,0
341,4609,PhD,Married,0.5473813910658839,14,3,8,1,6,6,-0.03800087352039465,58,10,1,2,2
342,7143,2n Cycle,Together,1.453477933658813,14,5,4,7,10,2,0.5949497072869236,69,11,1,2,0
343,1729,PhD,Together,1.0094906277882778,14,2,3,5,10,6,1.650499029172182,63,11,1,1,0
344,10664,Master,Widow,0.22012687369430894,14,2,9,1,5,8,-0.07400704428488282,75,11,1,0,2
345,5029,Graduation,Married,-1.5512123849220085,14,1,0,0,3,5,-0.932469957775048,78,11,0,0,1
346,10507,2n Cycle,Divorced,0.6478468322796963,14,4,2,2,7,8,0.5513632900457011,47,11,1,2,2
347,3865,2n Cycle,Together,-1.3985536633307671,14,1,3,1,2,8,-0.8206613222432163,47,11,0,0,1
348,6982,Graduation,Married,1.414425702554077,14,1,4,10,9,2,2.037091599485634,48,11,0,1,0
349,7042,Graduation,Married,-0.5608647602985088,14,1,2,1,2,9,-0.8339267535775015,41,11,0,0,1
350,9668,Graduation,Married,-1.5144916303011373,14,3,2,0,4,8,-0.813081075766482,53,11,1,0,1
351,6878,Graduation,Widow,-1.0573102870560032,14,3,4,1,6,7,-0.34500085582813583,70,12,0,0,1
352,4099,Graduation,Married,-0.8848870034538165,14,1,1,0,3,8,-0.8415070000542358,52,12,1,0,1
354,1970,Master,Together,-0.7058931952152835,14,1,3,0,3,8,-0.7638094736677087,56,12,1,0,1
355,5726,Master,Single,-0.8259112460324171,15,3,3,0,4,5,-0.845297123292603,41,10,1,0,1
356,5231,2n Cycle,Married,-0.07846108054610954,15,1,1,0,3,5,-0.8623526778652553,50,10,2,0,2
357,1307,Graduation,Divorced,-0.2855385827948328,15,3,3,0,4,4,-0.8396119384350522,46,10,1,0,1
358,10609,PhD,Married,-0.2440488990024197,15,2,1,1,4,4,-0.7922353979554625,62,11,1,0,2
359,5782,2n Cycle,Together,0.5938519564374627,15,2,9,2,9,5,0.4869311949934591,42,11,1,2,2
360,7533,Graduation,Married,0.09120682175696411,15,4,4,1,4,7,-0.6046242976562873,60,11,2,0,2
361,9493,PhD,Single,1.538629813421786,15,1,5,4,8,3,2.4672705870403084,44,11,0,1,0
362,2253,Graduation,Married,-1.5072852484419186,15,1,1,0,4,6,-0.7979205828130133,34,11,0,0,1
363,2326,Graduation,Married,-1.5072852484419186,15,1,1,0,4,6,-0.7979205828130133,34,11,0,0,1
364,1876,Graduation,Married,-1.5072852484419186,15,1,1,0,4,6,-0.7979205828130133,34,11,0,0,1
365,7141,Master,Single,-1.3504934549020078,15,4,5,1,2,10,-0.5553526955575141,38,12,1,0,1
366,7393,Graduation,Together,-0.3070517521686766,15,3,2,1,3,5,-0.7846551514787282,46,12,2,0,1
367,4713,PhD,Married,-0.8356080686812186,15,2,2,1,4,7,-0.7221181180456698,45,12,1,0,1
368,5093,PhD,Divorced,-1.158623537900312,15,3,3,0,3,9,-0.7675995969060759,50,12,1,0,1
369,8524,PhD,Divorced,-1.158623537900312,15,3,3,0,3,9,-0.7675995969060759,50,12,1,0,1
370,3766,Master,Widow,-0.7589872733251148,15,3,9,1,8,9,0.6233756315746775,65,12,0,2,2
371,9725,PhD,Together,-0.9861472661962193,16,1,1,0,2,8,-0.9362600810134152,58,10,2,0,1
372,8933,2n Cycle,Married,-0.8069415055500622,16,2,2,0,4,6,-0.8339267535775015,41,10,1,0,1
373,10779,Graduation,Single,-1.3367165484064427,16,1,1,0,3,7,-0.8661428011036224,41,10,0,0,1
374,9289,Graduation,Married,-0.561341653215663,16,1,2,1,2,8,-0.8396119384350522,45,10,1,0,1
375,2613,Master,Married,0.3614991295795683,16,2,1,3,6,1,-0.509871216697108,64,10,1,0,2
377,8443,Graduation,Single,-1.1982056500241083,16,3,3,1,2,8,-0.7960255211938297,52,10,1,0,1
378,10796,Master,Married,-0.8953786476312083,16,1,1,1,3,6,-0.8339267535775015,40,10,1,0,1
379,10241,2n Cycle,Divorced,-1.9036892388008486,16,1,1,0,2,6,-0.932469957775048,49,11,0,0,1
380,3388,Graduation,Divorced,1.2435920620090708,16,5,6,1,5,7,-0.40185270440364346,57,11,2,0,2
381,6507,Graduation,Single,-0.8767798238621956,16,2,1,1,4,3,-0.8528773697693374,44,11,1,0,1
382,7446,Master,Together,0.8021481850300244,16,2,6,4,10,6,0.39786329889183053,57,11,1,2,2
383,87,2n Cycle,Married,-1.040777999261325,16,2,2,0,3,7,-0.8509823081501537,43,11,1,0,1
384,10477,PhD,Together,-0.4207112307570879,16,1,3,1,2,7,-0.7657045352868923,51,11,1,0,1
385,6072,Master,Single,1.4820915086880635,16,1,5,8,6,3,2.9959927787925293,54,11,0,1,0
386,2518,2n Cycle,Together,-1.4245178332647166,16,1,0,1,2,7,-0.9021489718681106,38,11,0,0,1
387,247,Graduation,Married,-0.5648388679414602,16,6,7,2,4,9,-0.28246382239507745,53,12,1,0,1
388,9463,Graduation,Together,1.2892678058520595,16,4,9,5,7,5,1.7755730960382987,65,12,1,1,0
389,1459,PhD,Married,1.1492202525144506,16,1,5,3,5,3,0.7996163621587511,58,12,1,2,0
390,9530,Graduation,Married,-1.2044052579471127,16,1,1,0,2,8,-0.9267847729174973,36,12,1,0,1
391,9653,Graduation,Married,-0.613481945491186,16,2,2,0,3,8,-0.8301366303391343,49,12,1,0,1
392,10785,Graduation,Married,-0.1746874736074405,17,2,2,0,3,5,-0.8813032940570912,55,10,2,0,2
393,9392,Graduation,Single,-1.0820557306461143,17,1,1,0,2,7,-0.9267847729174973,53,10,1,0,1
394,3769,PhD,Together,-2.5102970294209572,17,1,1,0,3,7,-0.8794082324379076,52,10,1,0,1
395,10146,PhD,Together,-0.44974871060158644,17,1,1,0,3,7,-0.8794082324379076,52,10,1,0,1
396,4741,2n Cycle,Married,0.9584630856527813,17,2,6,2,9,5,0.10602380953755801,50,10,1,2,2
397,1880,PhD,Together,0.3265269823215956,17,2,2,1,3,5,-0.7827600898595446,65,10,2,0,2
398,6471,Master,Single,-0.5905380973658796,17,1,2,0,4,5,-0.8471921849117866,53,11,1,0,1
400,3478,PhD,Married,0.6999871245552193,17,10,7,4,9,5,0.43576453127550224,53,11,2,2,2
401,7848,Graduation,Single,0.09491598889038545,17,2,5,3,3,6,-0.26161814458405797,50,11,1,0,2
402,7999,PhD,Together,1.4776405081279578,17,1,5,6,5,2,2.344091581793375,69,11,0,1,0
404,9212,Master,Married,1.348720456190613,17,6,6,3,13,7,2.220912576546442,62,11,1,1,0
405,10983,Graduation,Together,1.4785413058603603,17,1,6,3,13,3,0.8034064853971182,72,11,0,2,0
406,3629,Graduation,Single,-0.4672347842305728,17,2,3,1,3,7,-0.684216885661998,46,12,1,0,1
408,796,2n Cycle,Divorced,0.6775201693470672,17,3,11,4,8,8,1.0706101737020042,59,12,1,2,0
409,618,PhD,Married,1.1664943737358129,17,1,7,2,12,4,0.5513632900457011,47,12,1,2,0
410,380,Graduation,Divorced,0.9072765792115666,17,5,11,4,9,8,2.459690340563574,70,12,1,1,0
411,1092,Graduation,Married,0.7227190202729016,17,4,9,3,4,7,1.214634856759957,44,12,1,1,0
412,8962,Master,Married,-0.16191734104808986,18,2,2,0,3,5,-0.8888835405338255,49,10,2,0,2
413,8207,2n Cycle,Married,0.31041859934216576,18,1,1,0,3,4,-0.8831983556762747,67,10,1,0,2
414,6521,Graduation,Together,1.6212912523951761,18,1,4,6,9,1,1.1274620222775118,70,10,0,2,0
417,11086,Basic,Single,-1.1481318937229201,18,1,1,0,3,7,-0.9192045264407629,40,10,1,0,1
418,1064,PhD,Married,-0.26344254430002273,18,1,1,0,3,8,-0.8794082324379076,53,11,1,0,1
419,7000,2n Cycle,Single,0.9712332182121318,18,1,2,10,10,1,0.5892645224293729,52,11,0,2,0
420,1581,Graduation,Married,-0.5282240895244009,18,1,1,0,2,8,-0.9267847729174973,44,11,1,0,1
421,7384,Master,Together,-0.4031191809242895,18,2,7,1,7,8,-0.03989593513957824,73,11,0,2,2
422,10552,2n Cycle,Married,0.36218797490434657,18,2,4,1,7,5,-0.2635132062032416,45,11,1,0,2
423,6409,Graduation,Divorced,0.5172311610813589,18,1,7,5,7,6,1.2752768285738316,57,11,0,1,0
424,9507,Graduation,Married,-0.3487004002668077,18,2,6,3,5,7,-0.1365440777179412,49,11,1,0,2
427,4712,2n Cycle,Together,-1.4403082876327102,18,1,1,1,4,4,-0.803605767670564,33,12,0,0,1
428,11056,Graduation,Married,1.310092129901125,18,1,3,4,10,1,1.292332383146484,50,12,0,1,0
429,7414,Graduation,Married,-0.1881464514915694,18,4,3,1,4,8,-0.606519359275471,53,12,2,0,2
430,3076,Graduation,Together,1.0215189269209441,18,4,4,2,12,3,0.2007768904967374,49,12,2,2,2
431,6355,Graduation,Married,-0.15979781697184908,19,3,2,0,4,3,-0.8737230475803568,46,10,2,0,2
432,7959,Graduation,Married,1.6974881429360318,19,1,3,2,5,1,1.637233597837897,63,10,0,1,0
433,5512,Master,Married,0.44866455721497,19,1,7,1,8,5,0.022641098293480155,47,10,1,2,2
437,6931,Graduation,Divorced,1.568833031508217,19,1,8,3,4,4,1.0535546191293519,57,10,0,2,0
438,9596,PhD,Single,0.9495610845325699,19,1,3,3,13,2,0.29932009469428394,44,11,0,2,2
439,2727,Graduation,Together,0.5153235894127423,19,1,3,3,6,3,-0.1839206181975309,51,11,0,0,2
440,8416,Graduation,Married,-0.9731651812292446,19,2,2,0,3,6,-0.8756181091995404,43,11,1,0,1
441,3967,PhD,Married,1.6721068421230485,19,1,2,8,13,1,0.8280422864465049,53,11,0,2,0
442,2139,Master,Married,-2.112886265125813,19,3,2,0,3,5,-0.900253910248927,49,11,1,0,1
443,2162,Graduation,Married,0.5067925050058731,19,2,3,3,10,3,0.10412874791837443,48,11,1,2,2
444,9242,Graduation,Single,0.9079124364344389,19,1,6,3,9,4,2.3042952877905196,34,11,0,1,0
445,10595,Graduation,Married,-0.9157260787631197,19,1,2,0,3,7,-0.8282415687199507,34,11,0,0,1
446,4855,PhD,Together,-0.9020551484713668,19,1,3,0,2,9,-0.8718279859611732,50,11,1,0,1
447,5049,PhD,Together,-0.9020551484713668,19,1,3,0,2,9,-0.8718279859611732,50,11,1,0,1
448,4967,PhD,Together,-0.48609854850911566,19,4,5,1,5,8,-0.45112430650241675,64,11,1,0,1
449,5255,Graduation,Single,-2.5102970294209572,19,0,27,0,0,1,0.24815343097632708,38,11,1,2,1
450,9215,PhD,Married,-0.1801982362056665,19,5,6,4,6,7,0.08517813172653854,44,12,1,2,2
451,3525,Graduation,Together,-0.4861515366110217,19,1,1,0,2,7,-0.9267847729174973,54,12,2,0,1
453,4415,Graduation,Married,-1.6169176312854725,19,3,1,1,3,7,-0.8869884789146419,63,12,2,0,1
454,3645,PhD,Single,-1.0683318122524552,19,3,2,0,4,8,-0.8263465071007671,52,12,1,0,1
455,4692,Graduation,Married,-2.112886265125813,19,5,4,1,2,9,-0.8244514454815836,48,12,1,0,1
456,3955,Graduation,Divorced,-2.2527218660557975,20,0,0,0,0,14,-0.9476304507285167,59,10,0,0,1
457,5313,Master,Married,-0.48636348901864573,20,3,2,0,4,5,-0.8756181091995404,53,10,2,0,1
458,7196,PhD,Married,-0.330101576497795,20,1,0,0,3,3,-0.9343650193942316,74,10,2,0,1
459,1381,PhD,Single,-0.46956626071443763,20,5,6,1,5,8,-0.34500085582813583,42,10,1,0,1
460,10951,Graduation,Married,-0.0893766295387495,20,2,3,1,8,4,-0.3791119649734404,56,10,1,0,2
461,4322,PhD,Together,1.61551554928742,20,1,4,5,10,2,1.4875237299223936,66,11,0,1,0
462,7444,Master,Married,-0.27584176014603123,20,2,1,0,3,8,-0.9021489718681106,55,11,2,0,1
463,2942,Graduation,Single,-0.07782522332323731,20,2,5,4,4,5,-0.03800087352039465,60,11,1,2,2
464,2874,2n Cycle,Divorced,-0.6351540791707478,20,1,1,0,3,7,-0.8983588486297435,36,11,1,0,1
466,3697,Graduation,Together,-0.39617773957460095,20,2,3,0,4,7,-0.7050625634730175,70,11,1,0,1
467,9955,Graduation,Together,-0.39617773957460095,20,2,3,0,4,7,-0.7050625634730175,70,11,1,0,1
468,5320,Master,Divorced,-0.17611815235890302,20,4,3,1,4,6,-0.6349452835632248,51,11,2,0,2
471,2408,Graduation,Married,0.594646777966053,20,12,7,4,9,7,0.4300793464179515,48,12,2,2,2
472,9260,PhD,Married,1.2177338682789334,20,2,10,6,9,6,2.2739743018835825,79,12,0,1,0
473,9648,Graduation,Single,-0.024943097621030093,20,4,5,1,4,8,-0.47955023079017056,57,12,2,0,2
474,4939,Graduation,Together,-0.5094663014496701,20,2,4,1,6,7,-0.358266287162421,78,12,0,0,1
475,8652,Graduation,Together,-0.5094663014496701,20,2,4,1,6,7,-0.358266287162421,78,12,0,0,1
476,4702,Graduation,Single,0.7664342043453675,20,1,4,8,4,8,2.6321409479092805,60,12,0,1,0
477,2587,PhD,Married,-0.9317284855387375,21,2,2,0,3,5,-0.9210995880599465,52,10,1,0,1
478,2811,PhD,Single,0.08177493961769268,21,2,1,0,4,4,-0.8415070000542358,61,10,2,0,2
479,9150,PhD,Single,0.08177493961769268,21,2,1,0,4,4,-0.8415070000542358,61,10,2,0,2
480,10127,Graduation,Married,0.5996806476471248,21,1,8,2,4,7,-0.21045148086610113,59,10,1,0,2
481,5493,Graduation,Married,-0.4248972908076634,21,1,1,0,2,6,-0.9154144032023958,48,10,2,0,1
482,2666,Master,Married,1.5291979312825146,21,1,8,3,11,3,0.7598200681558958,52,10,1,2,0
483,10099,Graduation,Married,0.42704541163731413,21,3,5,3,13,4,0.712443527676306,40,11,1,2,0
484,10562,Master,Married,1.0311627614678396,21,1,6,4,13,2,0.9985978321730279,78,11,0,2,0
485,7881,Master,Married,1.0311627614678396,21,1,6,4,13,2,0.9985978321730279,78,11,0,2,0
486,6721,Graduation,Married,1.3029917242457183,21,3,6,3,5,3,1.3397089236260737,73,11,1,1,0
487,5204,Graduation,Together,1.4393301104499059,21,1,8,8,5,3,1.8096842051836033,53,11,0,1,0
488,5209,Graduation,Divorced,0.13921404208381755,21,2,8,2,7,7,0.25004849259551065,70,11,1,2,2
489,10128,Graduation,Together,0.3498417471602441,21,5,5,5,12,5,0.7598200681558958,66,11,1,2,0
490,9284,Graduation,Together,0.3498417471602441,21,5,5,5,12,5,0.7598200681558958,66,11,1,2,0
491,8643,Graduation,Together,1.1951609368669691,21,1,4,5,12,3,2.1905915906395044,53,11,0,1,0
492,1685,PhD,Together,0.8269466167220414,21,1,4,5,13,3,1.8494804991864586,57,11,0,1,0
493,2877,Master,Together,-0.07210250831738722,21,10,7,1,8,7,0.06622751553470267,50,11,2,2,2
494,8369,Graduation,Together,-1.5444828959799441,21,1,0,1,2,8,-0.9059390951064777,37,12,1,0,1
495,6233,Graduation,Married,0.9864408034591594,21,3,9,5,10,7,0.8811040117836454,48,12,1,2,0
496,195,Graduation,Single,-0.453934770652162,21,4,5,1,4,8,-0.49281566212445566,52,12,1,0,1
498,10846,Master,Married,-0.19031896366971618,22,6,7,1,8,7,0.2329929380228584,46,10,1,2,2
499,8341,PhD,Married,-0.8996706838855959,22,2,1,1,2,7,-0.8945687253913762,55,10,1,0,1
500,10766,PhD,Married,0.9618013360728604,22,1,4,4,8,2,-9.964113672289699e-05,60,10,1,2,2
501,9971,PhD,Married,0.9618013360728604,22,1,4,4,8,2,-9.964113672289699e-05,60,10,1,2,2
502,1740,Graduation,Married,0.4547052008322562,22,2,7,3,4,4,0.9341657371207858,80,10,0,2,0
503,8737,Graduation,Divorced,0.4338808767831906,22,1,2,0,3,3,-0.8775131708187239,46,10,1,0,2
504,6466,PhD,Married,0.5225299712719608,22,3,2,1,4,3,-0.7296983645224041,59,10,2,0,2
506,8773,Master,Together,0.5322797820226683,22,3,5,1,6,7,-0.348790979066503,53,11,1,0,2
507,2371,Graduation,Married,-0.7287310671367778,22,3,2,0,4,7,-0.8055008292897476,52,11,2,0,1
508,7786,PhD,Single,-0.9207069603422856,22,4,3,1,4,8,-0.6557909613742442,38,11,1,0,1
509,4088,PhD,Together,-0.8413307836870687,22,2,3,1,4,8,-0.6652662694701621,62,12,1,0,1
510,4971,PhD,Together,-0.8413307836870687,22,2,3,1,4,8,-0.6652662694701621,62,12,1,0,1
511,10560,PhD,Single,-0.5602289030756366,23,1,1,0,3,5,-0.9210995880599465,44,10,1,0,1
512,6892,Graduation,Divorced,0.7575322032251562,23,8,10,4,6,8,0.4281842847987679,56,10,1,2,2
513,11004,2n Cycle,Single,0.6786329194870936,23,1,1,0,2,4,-0.9173094648215793,131,10,1,0,2
514,1818,PhD,Together,-0.9348547835511927,23,1,2,0,2,9,-0.8869884789146419,53,10,1,0,1
515,9485,PhD,Married,-0.07703040179464701,23,1,2,1,6,4,-0.5818835582260843,38,10,0,0,2
516,6646,Graduation,Together,-1.6344566930163649,23,1,1,0,3,6,-0.9173094648215793,40,10,1,0,1
519,7861,Master,Married,1.5712174960939878,23,2,8,3,6,4,1.2676965820970973,72,10,1,1,0
520,5232,Graduation,Married,1.153247348259308,23,1,4,1,5,4,-0.5288218328889438,59,10,1,0,2
521,3011,Graduation,Married,1.153247348259308,23,1,4,1,5,4,-0.5288218328889438,59,10,1,0,2
522,5758,Graduation,Married,0.9428845836924116,23,1,10,4,13,6,1.2942274447656676,42,10,0,1,0
523,2173,Graduation,Widow,-0.38817653618679204,23,1,1,0,3,6,-0.8983588486297435,72,11,1,0,1
524,10711,Graduation,Married,1.1858880190334158,23,1,3,6,12,1,0.7351842671065091,79,11,0,2,0
525,8268,PhD,Married,-2.5102970294209572,23,3,6,1,7,6,-0.19339592629344884,63,11,1,0,1
526,2782,PhD,Married,0.3752230479732273,23,3,6,1,7,6,-0.19339592629344884,63,11,1,0,2
528,5872,Graduation,Single,0.7054978871534453,23,4,4,4,10,3,0.2519435542146943,73,11,1,2,2
529,11187,Basic,Single,-1.1068011742362251,23,3,2,1,3,5,-0.8282415687199507,46,11,1,0,1
530,2428,Graduation,Married,-1.017940127339831,23,3,2,0,4,7,-0.8111860141472984,54,11,1,0,1
531,1726,Graduation,Single,-1.3135607478735123,23,1,1,1,2,9,-0.8055008292897476,54,11,0,0,1
532,1802,Graduation,Married,0.9230670335795603,23,3,3,3,12,2,0.3296410806012213,53,11,1,2,2
533,1162,PhD,Single,-0.2847967493681485,23,2,5,2,11,5,0.27847441688326446,37,11,0,2,2
534,10643,PhD,Single,-0.2847967493681485,23,2,5,2,11,5,0.27847441688326446,37,11,0,2,2
535,11112,Graduation,Together,1.2366506206593824,23,6,5,6,8,3,1.8400051910905408,58,12,1,1,0
538,2457,Basic,Married,-0.8782105026136581,23,2,1,0,3,7,-0.8737230475803568,49,12,1,0,1
540,6983,Master,Divorced,-0.49388779948930045,24,2,2,0,3,7,-0.8737230475803568,74,10,2,0,1
541,3436,Graduation,Married,-1.7660791381509167,24,1,1,0,3,7,-0.9210995880599465,55,10,1,0,1
542,7505,PhD,Married,-0.17060738976067702,24,1,1,1,2,4,-0.8718279859611732,67,10,2,0,2
543,4286,PhD,Single,0.5440431406458046,24,3,7,6,6,4,0.32774601898203776,54,10,1,2,2
544,7224,Graduation,Married,-0.8489610703615355,24,2,1,1,2,8,-0.900253910248927,47,11,2,0,1
545,6215,Graduation,Married,-0.8489610703615355,24,2,1,1,2,8,-0.900253910248927,47,11,2,0,1
546,968,Master,Divorced,-0.3200338371356513,24,3,4,1,4,7,-0.6046242976562873,56,11,1,0,2
547,4096,Master,Divorced,-0.3200338371356513,24,3,4,1,4,7,-0.6046242976562873,56,11,1,0,2
548,3153,PhD,Single,-0.3517207220754508,24,1,1,0,2,8,-0.9267847729174973,67,11,3,0,1
549,6504,2n Cycle,Together,-1.4617154808027422,24,3,2,1,3,5,-0.8111860141472984,49,11,1,0,1
550,5329,PhD,Divorced,-0.605586718307189,24,1,0,0,3,5,-0.9381551426325988,75,11,2,0,1
551,1175,Master,Married,-0.588842478104887,24,1,3,5,3,6,-0.1517045706714099,41,11,0,0,1
552,1377,Master,Widow,-0.14962410140589338,24,2,4,1,5,7,-0.41890825897629574,70,11,1,0,2
